User_id,Merchant_id,Coupon_id,Discount_rate,Distance,Date_received,Date,label
3362702,4142,0,0.0,1,,2016-01-12,1
715997,6434,10050,0.9,10,2016-01-25,,0
5230282,1569,5054,0.85,0,2016-04-07,,0
665078,4986,0,0.0,6,,2016-06-21,1
5744946,7013,0,0.0,0,,2016-04-12,1
4430873,5341,111,0.8333333333333334,0,2016-02-07,,0
3657523,3381,12821,0.9,4,2016-02-08,,0
144067,6146,5710,0.95,9,2016-05-14,,0
2871721,7113,0,0.0,0,,2016-06-02,1
934244,1433,0,0.0,0,,2016-05-17,1
4522762,7706,416,0.9,0,2016-01-29,,0
5311421,1839,10962,0.9,10,2016-06-01,,0
3492480,4606,0,0.0,1,,2016-02-24,1
4849529,2099,0,0.0,7,,2016-02-03,1
3456132,8386,10680,0.7,5,2016-02-02,,0
1766971,6901,2366,0.8333333333333334,0,2016-05-26,,0
5180168,5074,0,0.0,6,,2016-05-25,1
3058552,1892,4637,0.75,9,2016-05-22,,0
3866991,4433,190,0.9,11,2016-01-30,,0
6596309,4142,4773,0.9,0,2016-01-30,2016-02-19,2
2283575,7212,0,0.0,0,,2016-01-29,1
3428660,2544,0,0.0,1,,2016-04-03,1
6899137,1080,3123,0.5,10,2016-05-25,,0
3152168,2267,12762,0.9666666666666667,0,2016-03-28,,0
5911566,2442,12122,0.9666666666666667,11,2016-05-27,2016-06-01,3
1251244,8181,4872,0.8333333333333334,0,2016-04-07,,0
1374003,8181,4872,0.8333333333333334,0,2016-04-07,,0
617308,5591,0,0.0,0,,2016-06-06,1
1479424,2709,2840,0.9,10,2016-01-26,,0
1374547,4833,7802,0.9,11,2016-01-30,,0
5824437,3381,7610,0.9,0,2016-03-26,,0
6437606,3381,7610,0.9,10,2016-04-09,,0
281211,450,3732,0.8333333333333334,0,2016-04-09,,0
2256921,8386,0,0.0,1,,2016-06-08,1
5394200,6445,0,0.0,0,,2016-01-07,1
5167862,6025,11457,0.95,2,2016-03-03,,0
834162,3230,0,0.0,4,,2016-03-23,1
4742656,4043,3222,0.8333333333333334,11,2016-05-10,,0
2159331,643,0,0.0,0,,2016-03-23,1
3492734,4433,190,0.9,11,2016-02-04,,0
3773735,4660,1480,0.9,11,2016-01-27,,0
6310761,3710,8680,0.9,0,2016-01-26,,0
6249482,2934,0,0.0,0,,2016-06-28,1
5518911,8077,6680,0.9,1,2016-01-29,,0
5641425,7019,10795,0.9,10,2016-01-28,,0
4265571,7555,7232,0.8333333333333334,4,2016-03-25,,0
20259,1469,7430,0.6,7,2016-05-21,,0
3837925,3293,0,0.0,3,,2016-05-09,1
4009124,4660,1480,0.9,11,2016-01-26,,0
1091774,760,3237,0.75,0,2016-01-31,,0
232750,2813,0,0.0,1,,2016-03-26,1
4005781,7422,4727,0.8,11,2016-03-26,,0
1172187,7927,0,0.0,0,,2016-04-22,1
6572259,6424,0,0.0,0,,2016-05-24,1
1449111,5261,4161,0.8666666666666667,11,2016-04-18,,0
1737417,2099,12034,0.9,3,2016-02-07,,0
3664012,1520,3642,0.9,11,2016-01-20,,0
4051705,1807,0,0.0,0,,2016-02-27,1
5780405,4833,7802,0.9,5,2016-01-30,,0
3852582,5591,0,0.0,0,,2016-06-03,1
7356104,1080,7847,0.5,1,2016-05-29,,0
4342960,2146,11173,0.9,6,2016-01-30,,0
3195090,833,0,0.0,0,,2016-04-06,1
4116071,760,2418,0.8333333333333334,1,2016-06-06,,0
1598440,3532,6521,0.9,11,2016-01-05,,0
7275849,2420,10883,0.7,11,2016-06-13,,0
1412223,2709,2840,0.9,0,2016-01-30,,0
3805850,7706,416,0.9,7,2016-01-28,,0
1918791,2676,0,0.0,0,,2016-03-21,1
2641714,7019,3887,0.9,3,2016-01-31,,0
883690,4663,11002,0.8666666666666667,11,2016-05-28,,0
5453157,6096,0,0.0,0,,2016-05-20,1
2397410,8386,9847,0.75,1,2016-02-02,,0
3518453,5033,0,0.0,0,,2016-01-26,1
1488562,3381,1807,0.9,0,2016-02-03,,0
6803607,8580,0,0.0,0,,2016-05-06,1
3901686,3283,0,0.0,0,,2016-06-30,1
1672005,2934,0,0.0,0,,2016-04-16,1
6497038,7884,6704,0.95,1,2016-04-29,2016-04-29,3
15752,2365,0,0.0,0,,2016-05-18,1
2544538,3381,1807,0.9,1,2016-01-27,,0
4287823,760,2418,0.8333333333333334,3,2016-06-04,,0
5101852,7974,0,0.0,0,,2016-01-14,1
5208338,187,2197,0.95,0,2016-06-04,,0
6483633,811,0,0.0,0,,2016-03-09,1
3555374,1469,0,0.0,0,,2016-01-21,1
2925193,5713,0,0.0,0,,2016-05-16,1
1184027,6434,10050,0.9,3,2016-01-25,,0
377750,5127,0,0.0,0,,2016-04-29,1
6836669,1169,4627,0.6,0,2016-02-06,,0
7165062,1360,0,0.0,1,,2016-02-06,1
2639383,3599,0,0.0,0,,2016-01-02,1
2166792,7591,0,0.0,2,,2016-05-19,1
319765,5566,1339,0.9,0,2016-03-22,,0
6462318,7706,416,0.9,10,2016-01-29,,0
5276172,512,0,0.0,0,,2016-05-19,1
5477339,450,0,0.0,0,,2016-04-12,1
6509669,760,2418,0.8333333333333334,1,2016-06-10,,0
7341815,760,0,0.0,0,,2016-06-28,1
5759073,2622,0,0.0,0,,2016-06-04,1
486233,6901,0,0.0,0,,2016-02-28,1
6348235,6485,0,0.0,0,,2016-06-30,1
512960,3381,11951,0.9,1,2016-02-01,,0
2588125,5717,0,0.0,0,,2016-05-26,1
6242182,3293,2516,0.8333333333333334,11,2016-04-22,,0
4150834,2099,12034,0.9,4,2016-01-31,,0
5101613,5341,0,0.0,0,,2016-03-27,1
2159147,1941,0,0.0,1,,2016-05-13,1
6805038,3621,2705,0.75,0,2016-05-18,,0
3073237,3532,0,0.0,0,,2016-05-27,1
327529,4720,0,0.0,0,,2016-05-25,1
4685782,7717,9614,0.95,2,2016-04-24,,0
4242085,1433,8735,0.8333333333333334,2,2016-02-11,,0
5018734,3532,0,0.0,0,,2016-03-30,1
5140924,7884,11797,0.95,10,2016-05-18,,0
3160649,3381,0,0.0,1,,2016-04-10,1
7092035,1469,0,0.0,10,,2016-01-24,1
5391658,4515,0,0.0,0,,2016-03-20,1
4450395,760,2418,0.8333333333333334,0,2016-06-02,,0
335828,2099,0,0.0,0,,2016-06-05,1
4891013,760,2418,0.8333333333333334,1,2016-06-02,,0
6240333,6434,10050,0.9,8,2016-01-25,,0
6322829,1169,10929,0.85,0,2016-01-29,,0
6593859,1520,2472,0.9,11,2016-01-18,,0
5050704,450,3732,0.8333333333333334,10,2016-04-17,,0
6962459,2574,7493,0.8,10,2016-06-14,,0
7222612,1041,0,0.0,0,,2016-05-30,1
3928705,4666,0,0.0,0,,2016-04-23,1
4717772,4579,0,0.0,10,,2016-01-26,1
1767044,5140,0,0.0,0,,2016-05-28,1
5989597,4748,0,0.0,10,,2016-05-02,1
1542861,5341,111,0.8333333333333334,1,2016-02-07,,0
1683668,7354,10976,0.9,1,2016-04-15,,0
1905489,1569,5054,0.85,10,2016-04-19,,0
1762153,3381,9776,0.5,0,2016-02-01,2016-02-01,3
2105464,6542,7967,0.95,0,2016-04-22,,0
3366710,1803,0,0.0,3,,2016-02-05,1
1463791,2934,0,0.0,0,,2016-02-29,1
2264861,7838,8816,0.95,10,2016-01-31,,0
5168339,8288,0,0.0,0,,2016-03-28,1
3798715,3559,0,0.0,0,,2016-03-16,1
2710798,3381,9481,0.9,10,2016-01-24,,0
124999,5717,0,0.0,0,,2016-03-21,1
3563822,760,3237,0.75,2,2016-01-23,,0
1247427,3621,4823,0.75,0,2016-06-05,,0
6589319,3532,0,0.0,0,,2016-02-25,1
1272911,3381,11951,0.9,5,2016-01-28,,0
92074,3876,11463,0.95,0,2016-06-13,,0
6498569,760,2418,0.8333333333333334,0,2016-06-08,,0
5343384,3284,0,0.0,1,,2016-01-22,1
4239480,1715,0,0.0,4,,2016-04-17,1
4741519,8614,0,0.0,0,,2016-03-29,1
3445464,3394,0,0.0,1,,2016-06-14,1
2648629,5717,8192,0.75,0,2016-05-26,,0
2973092,2436,0,0.0,10,,2016-04-19,1
349864,3381,11951,0.9,2,2016-01-29,,0
7313491,1208,0,0.0,0,,2016-05-18,1
7315682,4043,0,0.0,0,,2016-05-01,1
1520752,2976,0,0.0,0,,2016-06-15,1
3541642,3381,9481,0.9,0,2016-01-23,,0
6313575,5707,0,0.0,0,,2016-06-10,1
862985,3532,0,0.0,0,,2016-06-05,1
4581375,2099,0,0.0,0,,2016-05-16,1
6980526,4810,0,0.0,0,,2016-03-31,1
3989204,2099,12034,0.9,2,2016-02-07,,0
7179606,3381,7610,0.9,8,2016-03-30,,0
1636383,3939,0,0.0,10,,2016-01-19,1
3952672,6735,0,0.0,0,,2016-05-30,1
6934385,1469,0,0.0,10,,2016-01-29,1
1848616,760,2418,0.8333333333333334,0,2016-06-02,,0
5722477,4663,11002,0.8666666666666667,10,2016-05-28,,0
394863,2099,12034,0.9,0,2016-01-29,,0
3129266,5341,7751,0.8,10,2016-02-01,,0
1970053,3394,4036,0.75,0,2016-05-22,,0
3438664,1530,0,0.0,0,,2016-04-19,1
5279216,5341,0,0.0,0,,2016-03-23,1
3588357,3532,0,0.0,0,,2016-05-03,1
351694,8181,4872,0.8333333333333334,2,2016-04-11,,0
2341122,3381,11951,0.9,1,2016-02-01,,0
1422675,4860,11391,0.8,0,2016-02-02,,0
4148549,1469,0,0.0,10,,2016-01-24,1
1355621,760,2418,0.8333333333333334,0,2016-06-09,,0
5959453,6817,0,0.0,1,,2016-03-24,1
1591441,4833,0,0.0,0,,2016-03-25,1
2348559,2846,0,0.0,2,,2016-05-22,1
1201442,6122,0,0.0,0,,2016-05-16,1
2740203,2610,0,0.0,0,,2016-04-21,1
2523320,629,0,0.0,4,,2016-05-31,1
1847342,6485,9407,0.9,0,2016-02-01,,0
6149072,1072,0,0.0,10,,2016-03-05,1
5601160,6683,861,0.75,0,2016-05-25,,0
600872,3532,883,0.9,0,2016-02-14,,0
2509080,6485,0,0.0,0,,2016-04-05,1
1617026,2673,0,0.0,0,,2016-04-08,1
6592469,3233,0,0.0,7,,2016-05-08,1
3358636,4083,0,0.0,0,,2016-06-07,1
6160293,450,1532,0.8333333333333334,10,2016-05-19,,0
6419334,8305,856,0.75,10,2016-05-15,,0
2842317,3381,7610,0.9,2,2016-04-13,,0
4605745,2099,0,0.0,0,,2016-02-14,1
4141254,3532,0,0.0,0,,2016-02-03,1
880108,1762,10871,0.9333333333333333,7,2016-05-02,,0
353221,3532,5420,0.8,0,2016-04-14,2016-05-02,2
5976269,4582,6535,0.75,0,2016-03-27,,0
6283211,4579,0,0.0,3,,2016-03-31,1
709697,1469,7430,0.6,0,2016-05-21,,0
5922878,3533,0,0.0,0,,2016-05-20,1
6198917,7717,0,0.0,1,,2016-01-27,1
4099828,6486,0,0.0,1,,2016-06-06,1
5228793,5360,0,0.0,0,,2016-06-21,1
3727532,7717,0,0.0,1,,2016-01-22,1
1042503,7884,7484,0.95,0,2016-01-26,,0
775802,8386,9847,0.75,11,2016-01-27,,0
1551111,619,0,0.0,0,,2016-04-27,1
4862678,6454,0,0.0,0,,2016-06-01,1
2239628,450,8555,0.8333333333333334,10,2016-01-25,,0
4886888,2146,11173,0.9,4,2016-01-29,,0
6484702,3381,7610,0.9,1,2016-04-23,,0
1802742,760,2418,0.8333333333333334,1,2016-06-11,,0
227928,450,8555,0.8333333333333334,6,2016-02-01,,0
7187878,1314,0,0.0,5,,2016-01-02,1
2531235,2099,12034,0.9,4,2016-01-23,,0
5548913,5591,0,0.0,0,,2016-04-26,1
1923702,5337,0,0.0,0,,2016-01-25,1
6821153,6424,1315,0.9,1,2016-01-29,,0
3400643,7054,0,0.0,0,,2016-06-25,1
1407141,3786,9038,0.5,7,2016-02-02,,0
5341610,1379,1579,0.8333333333333334,1,2016-03-21,,0
2021583,8181,0,0.0,0,,2016-06-08,1
5362955,7913,7211,0.8333333333333334,0,2016-04-27,,0
1075863,450,8555,0.8333333333333334,6,2016-01-29,,0
2044145,2277,0,0.0,0,,2016-04-27,1
4794538,6901,0,0.0,0,,2016-04-20,1
1517839,1941,4927,0.8333333333333334,1,2016-03-21,,0
511675,3381,7610,0.9,11,2016-04-19,,0
3277389,450,1613,0.8333333333333334,0,2016-06-02,,0
3664797,4582,1015,0.95,0,2016-01-14,,0
7003065,8211,8518,0.9,10,2016-02-03,,0
1656159,7555,9871,0.8333333333333334,11,2016-04-10,,0
1248569,1208,0,0.0,0,,2016-05-19,1
5110404,6901,2366,0.8333333333333334,10,2016-05-27,,0
6699089,262,5544,0.95,0,2016-06-04,,0
3122987,2099,12034,0.9,1,2016-02-07,,0
6921548,7848,0,0.0,0,,2016-03-14,1
7081304,6424,1315,0.9,4,2016-01-28,,0
3356138,2934,0,0.0,3,,2016-03-27,1
6393334,1569,5054,0.85,10,2016-04-23,,0
412744,3381,12821,0.9,2,2016-01-23,,0
436306,4690,0,0.0,0,,2016-05-05,1
5038377,5341,0,0.0,0,,2016-02-03,1
1641562,3532,0,0.0,0,,2016-05-04,1
1240695,760,2418,0.8333333333333334,0,2016-06-01,,0
4548433,6284,7379,0.8,11,2016-01-24,,0
5790805,1936,0,0.0,0,,2016-03-23,1
3133025,4833,7802,0.9,3,2016-01-31,,0
3918353,1586,0,0.0,1,,2016-06-14,1
6076621,2934,5686,0.8333333333333334,0,2016-03-25,,0
5530412,5717,8192,0.75,2,2016-05-31,,0
1973489,6454,14031,0.9,10,2016-02-04,,0
1011756,2709,2840,0.9,10,2016-02-03,,0
2307179,388,9719,0.8333333333333334,0,2016-05-25,,0
1307901,3532,0,0.0,0,,2016-05-03,1
6759960,129,0,0.0,0,,2016-03-18,1
2966892,1169,10929,0.85,3,2016-01-29,,0
2014431,7884,7609,0.8333333333333334,1,2016-03-21,,0
2220717,6434,10050,0.9,10,2016-01-25,,0
7311207,3381,7610,0.9,0,2016-04-13,,0
4317989,4660,1480,0.9,11,2016-01-24,,0
3531133,4666,6604,0.9,1,2016-06-02,,0
2098879,1729,0,0.0,0,,2016-04-10,1
5182940,3621,0,0.0,0,,2016-04-26,1
336944,450,3732,0.8333333333333334,3,2016-04-21,,0
3584778,4452,0,0.0,3,,2016-05-13,1
2936306,5481,0,0.0,0,,2016-05-12,1
7297143,6284,4567,0.8,10,2016-01-24,,0
3331624,4195,0,0.0,0,,2016-04-01,1
4381919,450,3732,0.8333333333333334,0,2016-04-25,,0
791002,3381,9481,0.9,0,2016-01-24,,0
757498,6284,4567,0.8,10,2016-01-24,,0
3217301,7019,3887,0.9,2,2016-01-29,,0
3883856,4860,8105,0.7,2,2016-02-03,,0
4217704,1544,10538,0.95,0,2016-06-03,,0
2230552,7555,9871,0.8333333333333334,5,2016-04-15,,0
3147630,6901,2366,0.8333333333333334,0,2016-05-29,,0
3479398,6901,2366,0.8333333333333334,1,2016-05-23,,0
6755676,5341,7751,0.8,0,2016-01-28,,0
1997460,5341,7751,0.8,0,2016-01-26,,0
3670473,3381,0,0.0,3,,2016-01-28,1
2309140,3641,0,0.0,0,,2016-04-24,1
7160114,6362,6513,0.7,5,2016-05-21,,0
4881981,450,1532,0.8333333333333334,0,2016-05-22,,0
1748,4840,0,0.0,6,,2016-02-17,1
2985944,5074,7891,0.9,1,2016-03-08,,0
3541729,6284,7379,0.8,10,2016-01-24,,0
3494358,6434,10050,0.9,10,2016-01-24,,0
741931,3128,0,0.0,0,,2016-03-28,1
4230500,8664,257,0.9,4,2016-03-16,,0
29585,4043,3222,0.8333333333333334,1,2016-05-23,,0
3835585,3381,7610,0.9,3,2016-04-18,,0
2216924,3621,13398,0.9,0,2016-01-21,,0
1249636,2934,0,0.0,2,,2016-03-01,1
1007158,1469,7430,0.6,11,2016-05-21,,0
4662825,629,10561,0.6666666666666667,3,2016-05-20,,0
4086114,6454,14031,0.9,11,2016-01-30,,0
3122411,4909,3165,0.9,10,2016-01-24,,0
515270,7555,7232,0.8333333333333334,1,2016-03-25,,0
372813,1569,5054,0.85,2,2016-04-01,,0
587019,3561,0,0.0,0,,2016-06-03,1
164638,171,10503,0.8333333333333334,0,2016-02-06,,0
444731,7555,9871,0.8333333333333334,5,2016-04-06,,0
4598218,3621,2705,0.75,2,2016-05-28,,0
6298614,2050,13543,0.9,10,2016-04-30,,0
738129,6803,0,0.0,10,,2016-04-07,1
1195726,7974,9274,0.9,2,2016-01-26,,0
657516,450,8555,0.8333333333333334,10,2016-01-29,,0
4309249,8433,0,0.0,0,,2016-05-29,1
2494413,649,863,0.95,0,2016-04-15,,0
2985218,5717,0,0.0,5,,2016-05-20,1
3085466,760,0,0.0,1,,2016-03-18,1
2122870,7555,17,0.8333333333333334,4,2016-01-25,,0
5647109,3160,0,0.0,4,,2016-06-05,1
2267936,4142,4773,0.9,1,2016-01-25,,0
1238647,214,0,0.0,0,,2016-05-15,1
3359035,208,0,0.0,0,,2016-04-26,1
6302746,6485,10323,0.75,0,2016-03-27,2016-03-30,3
1566652,5120,3940,0.9666666666666667,0,2016-04-20,,0
5036787,1494,0,0.0,0,,2016-02-25,1
4918879,2934,0,0.0,0,,2016-02-24,1
5614996,1623,11041,0.5,9,2016-03-21,,0
5412290,2099,12034,0.9,11,2016-02-07,,0
5523245,3284,0,0.0,0,,2016-04-17,1
6681151,4833,7802,0.9,1,2016-01-31,,0
